Article,Sentence_en,Claim,Sentence
We should ban gambling,But gambling on the tricky questions must be a lot easier when you're already worth millions.,FALSE,"Aber das Glücksspiel auf den kniffligen Fragen muss viel einfacher sein, wenn Sie bereits Millionen wert sind."
We should ban gambling,"There seems to be little doubt but that Gamble's fame will rest upon his work as a compiler of an important song collection, not on his work as a composer.",FALSE,"Es scheint wenig Zweifel zu geben, aber der Ruhm der Gamble wird auf seiner Arbeit als Compiler einer wichtigen Songsammlung ruhen, nicht auf seiner Arbeit als Komponist."
We should ban gambling,Thus Huizinga argued that gambling is a corruption of a more original form of play.,TRUE,"So argumentierte Huizinga, dass das Glücksspiel eine Korruption einer ursprünglichen Spielform ist."
We should ban gambling,"Locals do concede, however, that within the two, gambling is probably more difficult in the village after the Ladbrokes bookies was closed some time in the 1990s.",FALSE,"Die Einheimischen geben jedoch ein, dass das Glücksspiel in den beiden wahrscheinlich im Dorf schwieriger ist, nachdem die Buchungen der Ladbrokes in den 1990er Jahren einige Zeit geschlossen worden sei."
We should ban gambling,NCALG argued that the social and economic effects of gambling are detrimental to a community.,TRUE,"NCALG argumentierte, dass die sozialen und wirtschaftlichen Auswirkungen des Glücksspiels für eine Gemeinschaft schädlich sind."
We should ban gambling,"Historian Brian C. Fawcett said: ""Invariably gambling was rife and, on pay days, some debts could not be honoured.",FALSE,"Historiker Brian C. Fawcett sagte: ""Unverwöhnlich Glücksspiele war weit entfernt, und auf Pay-Tagen konnten einige Schulden nicht geehrt werden."
We should ban gambling,"It follows from this assumption that the expected value of a series of bets is equal to the sum, over all bets that could potentially occur in the series, of the expected value of a potential bet times the probability that the player will make that bet.",FALSE,"Daraus folgt dieser Annahme, dass der erwartete Wert einer Reihe von Wetten gleich der Summe ist, über alle Wetten, die möglicherweise in der Serie auftreten könnten, des erwarteten Werts eines potenziellen Betreffs der Wahrscheinlichkeit, dass der Spieler diese Wette machen wird."
We should ban gambling,"Sometimes, gambling would lead to dispute and two matches ended up in court when rival interests sought legal rulings on the terms of their wagers.",FALSE,"Manchmal würde Glücksspiele zu Streitigkeiten führen und zwei Spiele vor Gericht letzteten Spiele, als rivalisierende Interessen rechtliche Entscheidungen über die Bedingungen ihrer Wagern suchten."
We should ban gambling,"If anyone accepted the challenge, bets would be made.",FALSE,"Wenn jemand die Herausforderung angenommen hat, würden Wetten gemacht."
We should protect whistleblowers,"He argued that whistle-blowers probably do not understand the full ramifications of revealing state secrets and as they are unelected, they have no right or mandate to do so.",FALSE,"Er argumentierte, dass die Pfeife-Gebläse wahrscheinlich nicht die vollständigen Auswirkungen der offenbaren Zustandsgeheimnisse verstehen, und da sie nicht ausgewählt sind, haben sie kein Recht oder Mandat, dies zu tun."
We should protect whistleblowers,I think that whistleblowers will definitely not come forward because their anonymity will not be guaranteed.,FALSE,"Ich denke, dass Whistleblowers definitiv nicht nach vorne kommen, weil ihre Anonymität nicht garantiert wird."
We should protect whistleblowers,"Leading arguments in the ideological camp that whistleblowing is ethical maintain that whistleblowing is a form of civil disobedience, and aims to protect the public from government wrongdoing.",TRUE,"Führende Argumente im ideologischen Lager, das das Whistlebling-Whistlas-Wartung ist, ist das Whistleblüsten eine Form von zivilem Ungehorsam, und zielt darauf ab, die Öffentlichkeit vor der Regierungsfehler zu schützen."
We should protect whistleblowers,"""Moreover,"" she noted, ""the adoption of this argument would have meant that whistleblowers would not be protected when they made disclosures to the media or the public at large-precisely the opposite of what Congress intended when it enacted the WPA."".",FALSE,"""Außerdem"" hat sie bemerkte: ""Die Annahme dieses Arguments hätte dazu gedacht, dass Whistleblowers nicht geschützt werden würden, wenn sie die Angaben an die Medien oder der Öffentlichkeit in großer Genauigkeit des Gegenteils dessen Kongresse, der beabsichtigt hat, der beabsichtigt hat, den WPA vorzunehmen, nicht geschützt würden."
We should protect whistleblowers,The primary argument against was that a whistleblower could be retaliated against by a management decision to simply retroactive decide that they disclosed classified information - though it was not classified when the disclosure took place.,FALSE,"Das Hauptargument dagegen war, dass ein Whistleblower von einem Managemententscheidung vergeblich sein könnte, um einfach rückwirkend zu entscheiden, dass sie klassifizierte Informationen offenbarten - obwohl sie nicht klassifiziert wurde, wenn die Offenlegung stattfand."
We should protect whistleblowers,The Conversation considered whether the section 42(2)(c) exemption would apply so that a whistleblower could rely on the protections of Public Interest Disclosure Act 2013 (Cth).,FALSE,"Das Gespräch galt, ob der Abschnitt 42 (2) (c) Befreiung gilt, so dass sich ein Whistleblower auf den Schutz des öffentlichen Interessengesetzes 2013 (cth) verlassen könnte."
We should protect whistleblowers,"If whistleblowing is a necessary element of democratic control over institutions, how can whistleblowers be protected by the risk of abusive prosecution?.",FALSE,"Wenn das Whistleblüwing ein notwendiges Element der demokratischen Kontrolle über Institutionen ist, wie können Whistleblowers durch das Risiko einer missbräuchlichen Verfolgung geschützt werden?"
We should protect whistleblowers,"Roche later told Tharunka that Hume's handling of the Hall whistleblowers had been ""shocking"".",FALSE,"Roche sagte später Tharunka, dass Humes Handling der Hall-Whistleblowers ""schockierend"" gewesen war."
We should protect whistleblowers,The government also argued that any discussion at trial of the legal concept of whistle-blowing would likewise be irrelevant to the charges.,FALSE,"Die Regierung argumentierte auch, dass jede Diskussion bei der Prüfung des rechtlichen Konzepts des Pfeifeblowings ebenfalls irrelevant für die Gebühren wäre."
We should protect whistleblowers,"Issa argued that ""whistleblowers are a critical asset for congressional oversight"" and that extending the pilot program would give Congress ""more time to gauge the impact of an 'all circuit' review."".",TRUE,"ISSA argumentierte, dass ""Whistleblowers ein kritischer Vermögenswert für das Kongressaufsicht sind"" und dass das Erweiterung des Pilotprogramms den Kongressprogramm ""mehr Zeit, um die Auswirkungen einer 'All Circuit-Review-Reviews zu ergeben."""
We should protect whistleblowers,"Fox appealed the decision stating that under Florida law, a whistleblower can only act if ""a law, rule, or regulation"""" has been broken and argued that the FCC's news distortion policy did not fit that definition.",FALSE,"Fox legte die Entscheidung an, dass ein Whistleblower, der unter Florida-Recht angibt, nur ein Whistleblower handeln kann, wenn ""ein Gesetz, eine Regel oder eine Verordnung"" ""gebrochen wurde und argumentiert wurde, dass die Nachrichtenverzerrungspolitik des FCC nicht zu dieser Definition passt."
We should protect whistleblowers,"Fox appealed the decision stating that under Florida law, a whistleblower can only act if ""a law, rule, or regulation"" has been broken and argued that the FCC's policy against distortions or misrepresentations presented as news did not fit that definition.",FALSE,"Fox appellierte die Entscheidung, dass ein Whistleblower, der unter Florida-Gesetz angibt, nur ein Whistleblower handeln kann, wenn ""ein Gesetz, eine Regel oder eine Regulierung"" gebrochen wurde und argumentiert wurde, dass die Politik der FCC gegen Verzerrungen oder Fehlführungen, die als Nachrichten vorgelegt wurden, nicht zu dieser Definition passen."
We should protect whistleblowers,"Even when it finally agreed to respond, it refused to ensure that the whistleblower's anonymity would be protected.",TRUE,"Selbst wenn es schließlich einverstanden ist, darauf zu reagieren, weigerte sich, sicherzustellen, dass die Anonymität des Whistleblowers geschützt würde."
We should protect whistleblowers,The United States Supreme Court ruled that public sector whistleblowers are protected under First Amendment rights from any job retaliation when they raise flags over alleged corruption.,TRUE,"Der Oberste Gerichtshof der Vereinigten Staaten entschied, dass der öffentliche Sektor-Whistleblower unter den ersten Änderungsrechten von jeglicher Berufsmaßnahme geschützt ist, wenn sie Flaggen über die angebliche Korruption erhöhen."
We should protect whistleblowers,The European Court of Human Rights ruled in 2008 that whistleblowing was protected as freedom of expression.,TRUE,"Der Europäische Gerichtshof der Menschenrechte, der 2008 regiert, wurde das Whistleblowing als Ausdrucksfreiheit geschützt."
We should protect whistleblowers,It explicitly says that anyone bullying or acting against a whistleblower could be potentially liable to disciplinary action.,TRUE,"Es heißt ausdrücklich, dass jeder, der sich gegen einen Whistleblower gegen einen Whistleblower anmelden oder handelt, möglicherweise disziplinarinarisch haftbar ist."
We should protect whistleblowers,"Kohn estimates that ""no less than 90 percent of all whistleblowers will lose their cases on the basis of this decision."".",FALSE,"Kohn schätzt, dass ""nicht weniger als 90 Prozent aller Whistleblower ihre Fälle auf der Grundlage dieser Entscheidung verlieren."""
We should protect whistleblowers,"Rep. Darrell Issa also supported the bill, arguing that ""whistleblowers are a critical asset for congressional oversight"" and that extending the pilot program would give Congress ""more time to gauge the impact of an 'all circuit' review."".",TRUE,"Rep. Darrell Issa hat auch die Rechnung unterstützt, die argumentierte, dass ""Whistleblowers ein kritischer Vermögenswert für das Kongressaufsicht sind"" und dass das Erweiterung des Pilotprogramms den Kongressprogramm ""mehr Zeit, um die Auswirkungen einer 'All Circuit-Review-Reviews zu ergeben."
